	GSM1194697	GSM1194698	GSM1194699
ENSG00000242062	0	0	0
ENSG00000239503	7	0	11
ENSG00000232709	0	0	0
MARK3	1282	1277	1002
ENSG00000271642	34	0	0
ENSG00000243022	0	0	0
MARK4	159	147	41
MARS2	105	16	63
MARVELD1	384	470	801
ENSG00000274671	1011	860	569
MARVELD3	439	345	84
MAS1	59	51	49
ENSG00000206470	0	0	0
ENSG00000237544	0	0	0
MASP1	46	33	62
MASP2	87	49	38
MAST1	205	172	77
MAST2	730	153	293
MAST3	145	39	21
MAST4	1100	1071	776
MASTL	374	644	224
MAT1A	0	0	0
MAT2A	3714	4028	1710
MAT2B	386	677	132
MATK	20	51	3
MATN1	1	0	0
MATN2	475	244	462
MATN3	59	4	10
MATN4	2	0	0
ENSG00000280987	2255	2262	1364
MAU2	119	32	24
MAVS	1503	1713	2781
MAX	1010	749	771
MAZ	579	767	166
MB	23	98	13
MB21D2	31	0	1
MBD1	416	779	372
MBD2	1452	2365	680
MBD3	181	77	77
MBD3L1	0	0	0
MBD3L2	0	0	0
MBD3L3	0	0	0
MBD3L4	0	0	0
MBD3L5	0	0	0
MBD4	468	611	349
MBD5	1135	645	547
MBD6	607	276	352
MBIP	512	302	102
ENSG00000242600	8	1	3
MBL2	0	0	0
ENSG00000219430	0	0	0
MBLAC1	3	38	15
MBLAC2	17	13	1
MBNL1	2251	2443	978
MBNL2	1034	877	595
MBNL3	798	608	272
MBOAT1	211	210	104
MBOAT2	600	1453	573
MBOAT4	0	0	0
ENSG00000277025	695	1442	545
MBP	985	1089	118
MBTD1	1023	975	486
MBTPS1	540	481	232
MBTPS2	733	601	212
MC1R	5	0	6
MC2R	4	5	11
MC3R	0	0	0
MC4R	0	0	0
MC5R	0	0	0
MCAM	217	387	227
MCAT	107	196	11
MCC	492	898	160
MCCC1	805	763	336
ENSG00000281742	617	562	497
ENSG00000225228	0	0	0
ENSG00000231998	0	0	0
ENSG00000229034	0	0	0
MCEE	83	3	20
MCEMP1	27	0	1
MCF2	4	132	22
MCF2L	170	58	140
MCF2L2	220	405	179
MCFD2	2293	1678	929
ENSG00000237154	0	0	0
MCHR1	0	0	0
MCHR2	0	7	0
MCIDAS	62	62	35
MCL1	4717	6421	2115
MCM10	71	44	33
MCM2	516	282	430
MCM3	254	563	100
MCM3AP	391	295	317
MCM4	668	383	291
MCM5	240	210	81
MCM6	470	186	30
MCM7	573	879	430
MCM8	779	337	463
MCM9	489	69	179
MCMBP	556	825	184
MCMDC2	52	61	10
MCOLN1	134	71	21
MCOLN2	48	14	28
MCOLN3	59	54	159
ENSG00000285262	515	200	170
ENSG00000288213	176	92	67
MCRIP2	102	62	11
ENSG00000241418	0	0	0
ENSG00000270920	0	0	0
MCRS1	550	1212	191
MCTP1	831	569	498
MCTP2	2021	2453	918
ENSG00000288295	174	258	140
MCTS2	2	89	0
MCU	1091	1221	300
MCUR1	903	501	283
ENSG00000224587	340	586	188
MDFI	597	330	344
MDFIC	53	40	41
MDGA1	2	32	1
MDGA2	1	8	14
MDH1	611	873	184
MDH1B	48	160	0
MDH2	961	2179	514
MDK	1236	839	677
MDM1	16	17	0
MDM2	3857	4882	2621
MDM4	1801	1924	1283
ENSG00000288121	1121	1315	516
ENSG00000285200	74	6	141
ENSG00000197880	49	43	23
ME1	191	158	51
ME2	1122	927	651
ENSG00000230097	2	0	0
ME3	0	2	1
MEA1	596	1331	246
MEAF6	425	264	154
ENSG00000240286	0	0	2
MECOM	1692	1251	1037
MECP2	560	468	280
MECR	245	245	37
MED1	251	597	151
MED10	172	391	100
MED11	256	527	69
MED12	433	297	176
MED12L	65	3	155
MED13	6046	7121	3109
MED13L	2254	1478	687
ENSG00000236131	0	0	0
MED14	2291	1372	881
ENSG00000233774	0	0	2
MED15	810	555	403
ENSG00000257853	0	0	0
ENSG00000226831	0	0	0
ENSG00000224679	0	0	0
ENSG00000236595	0	0	0
ENSG00000257162	1	0	0
ENSG00000234381	0	0	0
ENSG00000248796	0	0	0
ENSG00000223760	34	6	15
ENSG00000282092	195	46	53
MED17	397	942	275
ENSG00000284944	70	58	126
MED19	242	412	169
MED20	399	139	248
MED21	656	929	608
ENSG00000281022	180	76	78
MED23	659	353	533
MED24	200	415	66
MED25	135	275	76
MED26	194	122	62
MED27	81	213	52
MED28	1047	860	953
ENSG00000214875	0	0	0
ENSG00000240511	0	0	0
ENSG00000227692	42	0	4
ENSG00000224701	0	0	0
ENSG00000255205	0	0	0
ENSG00000259183	0	0	0
ENSG00000236542	0	0	0
ENSG00000242598	0	0	0
MED29	443	620	260
MED30	160	50	56
MED31	151	194	267
MED4	165	86	43
MED6	255	360	280
ENSG00000283067	0	0	0
MED7	58	9	19
MED8	103	191	147
MED9	392	237	264
MEDAG	2	0	1
MEF2A	3583	3213	1784
ENSG00000224620	0	0	0
ENSG00000213999	0	0	0
ENSG00000256844	0	0	0
MEF2C	58	9	10
MEF2D	312	366	142
MEFV	82	99	67
MEGF10	0	0	0
ENSG00000277848	29	2	5
MEGF6	48	7	4
MEGF8	167	181	89
MEGF9	437	733	202
MEI1	19	8	18
MEI4	0	0	0
MEIG1	0	0	0
MEIKIN	1	0	0
ENSG00000282650	0	0	0
MEIOC	105	116	66
MEIS1	284	430	59
MEIS2	220	131	94
MEIS3	2	8	6
ENSG00000179277	2	0	0
ENSG00000188013	0	0	0
MELK	377	215	37
MELTF	26	5	5
MEMO1	763	1576	291
ENSG00000226054	0	0	0
ENSG00000239238	0	0	0
ENSG00000230376	0	0	0
ENSG00000271492	0	0	0
MEN1	115	112	231
MEOX1	3	2	0
MEOX2	0	0	0
MEP1A	0	0	0
ENSG00000224537	0	0	0
MEP1B	37	13	0
MEPCE	390	262	56
MEPE	32	0	0
MERTK	214	545	264
MESP1	28	124	0
MESP2	0	0	0
MEST	1010	589	709
ENSG00000220884	1	0	1
ENSG00000259558	0	0	0
ENSG00000250927	0	0	0
ENSG00000215004	0	0	0
MET	5771	5408	3046
METAP1	1137	873	353
METAP1D	17	0	2
METAP2	733	841	654
METRN	42	24	1
ENSG00000275031	8	165	4
METTL1	219	128	49
NTMT2	0	0	0
METTL14	190	132	152
METTL15	319	314	243
ENSG00000174912	20	21	3
ENSG00000224396	0	1	0
METTL16	289	291	186
METTL17	482	262	197
METTL18	12	20	6
METTL21A	993	939	956
ENSG00000229623	0	0	0
METTL21C	0	0	0
ENSG00000250878	32	17	92
METTL22	176	294	247
METTL23	786	999	607
METTL24	0	15	0
METTL25	58	81	78
METTL2A	265	493	255
METTL2B	731	933	556
METTL3	288	544	135
METTL4	69	123	23
METTL5	214	908	120
METTL6	162	87	142
TMT1A	855	140	143
ENSG00000257649	0	0	0
TMT1B	3	0	7
METTL8	599	464	351
ENSG00000256283	0	0	0
ENSG00000284548	1049	1167	630
MEX3A	203	24	134
MEX3B	15	10	18
MEX3C	872	695	822
MEX3D	24	19	18
MFAP1	142	172	57
ENSG00000232489	0	0	0
MFAP2	161	209	132
MFAP3	162	361	555
MFAP3L	1	73	0
MFAP4	15	157	1
MFAP5	44	110	30
MFF	761	423	516
MFGE8	349	423	278
ENSG00000285022	475	314	28
MFN1	790	1054	708
MFN2	867	633	573
MFNG	4	0	15
MFRP	0	0	0
MFSD1	342	162	35
MFSD10	149	146	47
MFSD11	375	868	202
MFSD12	108	53	106
MFSD13A	50	74	98
ENSG00000230872	20	27	1
MFSD14A	566	778	251
MFSD14B	962	1382	549
ENSG00000196312	180	140	157
ENSG00000261868	278	132	64
MFSD2A	110	207	177
MFSD2B	45	91	25
MFSD3	56	78	33
MFSD4A	1415	2180	453
MFSD4B	473	681	236
ENSG00000250827	0	1	3
MFSD5	201	372	76
MFSD6	1580	2081	672
MFSD6L	0	0	0
MFSD8	266	556	216
MFSD9	101	110	259
MGA	2328	2376	1413
ENSG00000282607	8	6	36
ENSG00000278563	44	0	0
MGARP	0	0	2
MGAT1	219	767	315
MGAT2	217	145	95
ENSG00000233861	0	0	0
ENSG00000238200	0	0	0
MGAT3	12	0	0
MGAT4A	385	82	135
ENSG00000284501	411	170	244
ENSG00000283530	284	112	100
MGAT4D	0	0	0
ENSG00000184774	32	1	2
MGAT5	1050	700	824
MGAT5B	5	1	0
MGLL	224	1055	88
MGME1	253	163	21
MGMT	58	16	10
MGP	76	88	61
MGRN1	350	243	229
MGST1	1792	1219	539
MGST2	316	729	55
MGST3	928	875	265
MIA	6	0	18
ENSG00000268975	4	0	8
MIA2	51	11	25
MIA3	971	1754	587
MIB1	1236	1238	575
MIB2	36	10	1
ENSG00000233051	249	468	111
MICAL1	69	16	46
MICAL2	1337	978	512
MICAL3	529	1416	465
MICALL1	344	1233	273
MICALL2	187	75	86
ENSG00000231179	60	40	80
ENSG00000233466	0	0	0
ENSG00000230745	0	0	0
ENSG00000228491	0	0	0
ENSG00000235714	0	0	0
MICU1	524	816	292
MICU2	156	191	363
MICU3	0	2	1
MID1	1670	1425	629
MID1IP1	151	700	42
MID2	520	763	233
MIDN	630	718	577
MIEF1	326	797	192
ENSG00000284495	103	42	69
MIEN1	403	885	28
MIER1	550	975	396
MIER2	37	39	40
MIER3	203	163	129
ENSG00000276701	702	1096	350
MIF4GD	265	169	122
MIIP	123	9	99
MILR1	287	33	79
MINK1	462	418	860
MINPP1	235	585	141
MIOS	252	74	217
MIOX	30	12	5
ENSG00000253292	0	0	0
MIP	0	1	2
MIPEP	7	49	6
ENSG00000225358	0	0	0
ENSG00000224783	0	0	0
ENSG00000233325	2	2	0
MIPOL1	5494	6146	4895
ENSG00000288366	21	0	0
MIS12	230	172	227
MIS18A	42	17	16
MIS18BP1	464	557	179
MISP	287	113	56
MITD1	216	687	313
MITF	38	29	9
MIXL1	43	42	16
MKI67	2496	1621	931
ENSG00000270499	0	0	0
MKKS	459	283	140
MKLN1	1139	2027	1359
MKNK1	454	396	228
MKNK2	636	689	487
ENSG00000233533	0	0	0
MKRN1	508	615	305
MKRN2	194	150	167
MKRN2OS	1	0	5
MKRN3	18	11	7
ENSG00000238222	0	0	0
ENSG00000224430	2	0	0
ENSG00000258128	28	7	20
MKS1	54	145	27
MKX	0	0	0
MLANA	57	61	50
MLC1	0	0	0
MLEC	1470	1145	862
ENSG00000277899	0	0	0
MLF1	265	414	30
MLF2	1374	1838	876
MLH1	268	172	66
MLH3	724	382	386
MLIP	18	6	115
MLKL	188	231	94
MLLT1	144	29	133
MLLT10	1390	1624	882
ENSG00000238151	0	0	0
ENSG00000283508	0	0	0
MLLT11	1006	1642	389
MLLT3	251	587	331
ENSG00000275851	448	716	258
MLN	0	0	0
MLNR	0	0	0
MLPH	351	112	81
MLST8	351	239	39
MLX	501	1341	274
ENSG00000281178	868	426	286
MLXIPL	97	55	101
MLYCD	143	21	110
MMAA	123	92	21
MMAB	230	224	167
MMACHC	469	645	373
MMADHC	443	464	181
MMD	196	172	92
MMD2	0	0	0
MME	149	505	34
ENSG00000277131	0	4	0
MMGT1	360	238	90
MMP1	806	844	687
MMP10	3938	2322	3038
ENSG00000275365	126	1142	238
MMP12	36	136	118
MMP13	2445	4250	2303
MMP14	644	928	665
MMP15	97	58	3
MMP16	6	57	16
MMP17	0	0	1
MMP19	79	28	10
MMP2	964	3123	753
MMP20	0	2	0
MMP21	0	0	0
ENSG00000215914	0	0	0
MMP23B	13	0	1
MMP24	73	406	204
MMP25	20	0	0
MMP26	0	0	0
MMP27	0	0	0
ENSG00000278843	0	0	0
MMP3	19	152	148
MMP7	106	165	12
MMP8	0	0	0
MMP9	1	5	0
MMRN1	0	0	0
MMRN2	104	12	13
MMS19	677	508	280
MMS22L	401	410	522
MN1	376	1366	163
MNAT1	724	928	267
MND1	26	18	69
MNDA	137	1	191
MNS1	42	6	22
MNT	217	731	124
MNX1	0	0	0
ENSG00000278268	218	260	38
MOB1A	4261	4387	1955
ENSG00000228241	0	0	0
ENSG00000233810	0	0	0
MOB1B	650	649	310
MOB2	34	114	148
MOB3A	588	170	93
MOB3B	465	279	82
MOB3C	292	9	69
MOB4	242	295	130
MOBP	53	52	99
MOCOS	419	621	187
MOCS1	66	28	0
ENSG00000260347	0	0	0
MOCS2	167	910	28
MOCS3	667	306	93
ENSG00000234096	18	42	22
MOGAT1	0	0	0
MOGAT2	0	0	0
MOGAT3	92	67	127
MOGS	192	287	83
MOK	237	185	253
MON1A	73	24	0
MON1B	287	302	170
MON2	1055	1891	557
MORC1	0	0	0
MORC2	460	750	575
MORC3	559	693	321
MORC4	12329	10673	8994
ENSG00000234801	1	3	0
MORF4L1	1409	1806	740
ENSG00000218283	7	10	32
ENSG00000225133	0	0	0
ENSG00000231857	0	0	0
ENSG00000233162	0	0	0
ENSG00000225904	0	0	0
MORF4L2	1520	2060	508
ENSG00000250147	0	0	0
MORN1	106	21	33
MORN2	32	25	5
MORN3	133	118	129
MORN4	84	22	26
MORN5	0	0	0
MOS	0	0	0
MOSPD1	96	151	88
MOSPD2	553	495	360
MOSPD3	337	308	55
MOV10	1283	853	501
MOV10L1	13	17	22
MOXD1	27	0	0
ENSG00000282809	0	0	0
MPC1	122	137	35
MPC1L	0	0	0
MPC2	321	414	78
MPDU1	480	588	141
MPDZ	25	313	129
MPEG1	495	396	293
MPG	28	19	0
MPHOSPH10	251	218	47
MPHOSPH6	425	221	94
MPHOSPH8	109	143	336
MPHOSPH9	569	838	460
MPI	336	735	337
MPL	0	0	0
MPLKIP	507	387	438
MPND	5	1	15
MPO	0	0	0
MPP1	16	45	1
MPP2	36	0	0
MPP3	9	0	31
MPP4	26	33	23
PALS1	731	1351	653
PALS2	524	648	333
MPP7	682	1261	318
MPPE1	362	297	225
ENSG00000258990	0	0	0
MPPED1	3	0	0
MPPED2	149	378	56
MPRIP	509	710	464
ENSG00000280795	0	54	0
MPST	412	221	422
ENSG00000215846	0	0	0
MPV17	541	383	169
ENSG00000275543	1146	784	1356
MPV17L2	194	13	40
MPZ	31	0	0
MPZL1	1815	2771	1042
MPZL2	2068	3328	1369
MPZL3	329	656	392
MR1	628	530	445
MRAP	0	0	1
MRAP2	202	49	227
MRAS	18	185	33
MRC1	13	0	0
MRC2	96	140	496
MREG	262	255	256
ENSG00000282329	0	0	0
MRFAP1	557	315	159
MRFAP1L1	268	411	23
MRGBP	365	399	397
MRGPRD	0	0	0
MRGPRE	0	0	0
MRGPRF	2	3	0
MRGPRG	0	0	0
MRGPRX1	0	0	0
MRGPRX2	0	0	0
MRGPRX3	0	0	3
MRGPRX4	0	0	0
MRI1	184	160	92
MRLN	24	17	27
ENSG00000274853	0	0	1
MRM2	196	312	24
MRM3	33	91	69
MRO	72	61	41
MROH1	265	125	135
MROH2A	0	0	0
MROH2B	1	0	0
ENSG00000233217	0	0	0
ENSG00000232722	0	0	0
ENSG00000282181	0	0	0
ENSG00000277781	258	270	228
MROH7	174	151	189
ENSG00000271723	26	3	11
MROH8	11	6	23
MROH9	22	0	18
MRPL1	79	97	107
MRPL10	170	588	38
MRPL11	83	369	105
MRPL12	91	49	105
MRPL13	425	250	246
MRPL14	364	490	59
MRPL15	229	73	46
ENSG00000259441	0	0	0
MRPL16	106	105	42
MRPL17	700	774	378
MRPL18	154	270	68
MRPL19	197	323	511
MRPL2	75	117	124
MRPL20	666	854	310
ENSG00000215734	0	0	0
MRPL21	56	110	6
MRPL22	141	198	23
ENSG00000250324	0	0	0
ENSG00000288141	119	97	48
MRPL24	200	608	46
MRPL27	284	262	139
MRPL28	129	404	76
ENSG00000257480	0	0	0
MRPL3	969	1305	618
MRPL30	652	259	443
ENSG00000276576	5	1	6
MRPL32	260	249	70
ENSG00000220125	0	0	0
MRPL33	199	274	17
MRPL34	92	67	21
MRPL35	381	340	106
ENSG00000220868	0	0	0
ENSG00000232075	0	0	0
ENSG00000226253	12	3	9
ENSG00000230691	0	0	0
MRPL36	341	548	97
MRPL37	621	1398	192
ENSG00000266946	15	11	1
MRPL38	504	319	309
MRPL39	42	87	27
ENSG00000215349	0	0	0
MRPL4	75	142	14
MRPL40	214	323	47
ENSG00000256037	0	0	0
MRPL41	79	26	0
MRPL42	959	1308	708
ENSG00000216364	0	0	0
ENSG00000219297	0	0	0
ENSG00000242552	0	0	0
ENSG00000242810	8	0	0
MRPL43	513	582	148
MRPL44	230	238	97
ENSG00000277936	197	87	74
ENSG00000232508	0	0	1
MRPL46	292	349	97
MRPL47	272	355	73
MRPL48	273	194	226
ENSG00000238076	0	0	0
MRPL49	627	439	1082
ENSG00000224296	6	0	2
ENSG00000253934	0	0	0
MRPL50	161	101	129
ENSG00000234587	0	0	0
ENSG00000238285	0	0	0
ENSG00000235469	0	0	0
MRPL51	733	1151	457
ENSG00000232777	0	0	0
MRPL52	402	638	146
MRPL53	455	163	21
ENSG00000235299	1	11	7
MRPL54	59	12	0
MRPL55	118	132	118
MRPL57	616	1417	190
ENSG00000273698	0	0	0
ENSG00000275940	0	0	0
ENSG00000249449	0	0	0
ENSG00000254312	0	0	0
ENSG00000282625	0	0	0
MRPL58	570	715	120
MRPL9	355	362	83
ENSG00000254305	0	0	0
MRPS10	617	502	284
ENSG00000235378	0	0	0
ENSG00000234325	0	0	0
MRPS11	1105	505	457
ENSG00000225803	0	0	0
ENSG00000283018	356	286	232
MRPS14	197	152	21
MRPS15	906	1539	454
ENSG00000259186	0	0	0
MRPS16	654	677	162
ENSG00000229182	0	0	0
ENSG00000232925	0	0	0
ENSG00000280782	0	0	0
MRPS17	346	331	291
ENSG00000268949	117	142	94
ENSG00000239226	0	0	0
ENSG00000281841	0	0	0
ENSG00000227814	0	0	0
MRPS18A	436	99	151
ENSG00000229759	0	0	2
ENSG00000227420	210	181	52
ENSG00000226013	0	0	0
ENSG00000235232	0	0	0
MRPS18C	293	560	61
ENSG00000255763	0	0	0
ENSG00000228807	0	0	0
MRPS2	134	87	8
MRPS21	703	1271	289
ENSG00000234496	0	0	0
ENSG00000227425	0	0	0
ENSG00000221879	0	0	0
ENSG00000214298	0	1	0
ENSG00000260024	0	0	0
ENSG00000259978	0	0	0
ENSG00000262759	10	0	5
MRPS22	370	201	227
MRPS23	417	752	295
MRPS24	765	1165	254
MRPS25	125	49	69
MRPS26	193	309	41
MRPS27	425	216	498
MRPS28	125	1097	79
MRPS30	625	414	271
MRPS31	167	37	33
ENSG00000275256	0	0	0
ENSG00000232894	0	0	0
ENSG00000250299	0	0	0
ENSG00000243406	63	9	13
MRPS33	331	147	312
ENSG00000249649	0	0	0
ENSG00000251308	0	0	0
ENSG00000234821	0	0	0
MRPS34	299	267	160
MRPS35	280	365	144
ENSG00000250830	0	0	0
ENSG00000270192	0	0	0
ENSG00000278461	138	106	0
ENSG00000236152	1	0	0
ENSG00000249539	0	0	0
ENSG00000253814	0	0	0
ENSG00000255231	3	5	2
ENSG00000257927	0	0	0
MRPS5	748	1199	326
ENSG00000214743	0	0	0
ENSG00000266915	0	0	0
MRPS6	302	529	183
ENSG00000237130	6	0	0
ENSG00000257820	0	0	0
MRPS7	470	1379	261
MRPS9	98	58	16
MRRF	320	807	198
ENSG00000224236	1	5	4
MRS2	231	220	203
MRTO4	286	652	73
MS4A1	0	0	0
MS4A10	42	159	43
MS4A12	0	0	0
MS4A13	0	0	0
MS4A14	5	0	7
MS4A15	8	0	0
MS4A18	0	0	0
MS4A2	38	36	30
MS4A3	0	0	0
MS4A4A	12	330	74
MS4A4E	44	19	16
MS4A5	6	0	2
MS4A6A	210	74	195
MS4A6E	0	0	0
MS4A7	97	202	110
MS4A8	0	0	0
MSANTD1	47	25	75
MSANTD2	404	348	322
ENSG00000231058	0	0	0
MSANTD3	279	150	141
ENSG00000251349	0	2	2
MSANTD4	159	2	133
MSC	0	1	0
MSGN1	0	0	0
MSH2	470	535	141
MSH3	237	331	170
MSH4	2	0	0
ENSG00000230293	380	303	287
ENSG00000264619	49	10	10
MSH6	1130	1011	268
MSI1	36	4	86
MSI2	2500	1854	1372
MSL1	656	629	436
MSL2	690	854	388
MSL3	326	651	411
ENSG00000224287	86	7	419
MSLN	1	0	1
ENSG00000162006	0	0	0
MSMB	447	1256	404
MSMO1	1656	3163	491
MSMP	0	0	0
MSN	3354	4268	1805
ENSG00000251593	0	0	4
MSR1	167	385	254
ENSG00000285250	29	40	37
MSRB1	188	261	93
ENSG00000213926	0	0	0
MSRB2	78	197	33
MSRB3	127	80	248
MSS51	10	74	13
MST1	66	448	28
ENSG00000186715	45	36	4
ENSG00000186301	5	0	0
MST1R	963	288	91
MSTN	0	0	0
MSTO1	8	173	43
ENSG00000203761	7	0	0
MSX1	22	109	716
MSX2	6	34	0
ENSG00000229590	0	0	0
ENSG00000198899	75395	96094	42190
ENSG00000228253	663	718	478
ENSG00000198804	814571	949278	483273
ENSG00000198712	358321	482540	175956
ENSG00000198938	294399	365670	120177
ENSG00000198727	97768	112135	38660
ENSG00000198888	156078	126523	63666
ENSG00000198763	104472	94044	43407
ENSG00000198840	14943	15826	7316
ENSG00000198886	366114	401714	252982
ENSG00000212907	60503	72406	34196
ENSG00000198786	138155	120691	97145
ENSG00000198695	5187	3591	2699
MT1A	0	1	1
MT1B	0	0	0
ENSG00000205360	0	0	0
ENSG00000205361	0	0	0
MT1E	1975	2380	1000
MT1F	10	493	8
MT1G	14	59	66
MT1H	21	4	2
MT1HL1	0	0	0
ENSG00000255986	5	1	0
ENSG00000260549	25	322	10
MT1M	26	26	0
ENSG00000213761	0	0	0
ENSG00000229230	0	0	0
MT1X	578	584	336
ENSG00000233929	0	0	0
MT2A	1651	3241	1093
ENSG00000278061	0	0	0
MT3	3	0	0
MT4	0	0	0
MTA1	481	222	150
MTA2	634	618	405
MTA3	655	388	92
MTAP	1135	811	422
ENSG00000243025	0	0	0
ENSG00000230077	0	0	0
ENSG00000248527	35244	39023	17707
ENSG00000228097	4	0	1
ENSG00000229842	0	0	1
ENSG00000233449	0	0	0
ENSG00000254931	0	0	0
ENSG00000224299	0	0	0
ENSG00000235433	0	0	0
ENSG00000227035	0	0	0
ENSG00000228316	23	3	6
ENSG00000270307	15	15	7
ENSG00000237948	0	0	0
ENSG00000226392	0	0	0
ENSG00000249580	0	0	0
ENSG00000230755	0	0	0
ENSG00000262381	0	0	0
ENSG00000262095	0	0	0
ENSG00000236878	0	0	0
ENSG00000234003	0	0	0
ENSG00000232179	0	0	0
ENSG00000263483	0	0	0
ENSG00000226998	0	0	0
ENSG00000218776	0	0	0
ENSG00000236590	0	0	0
ENSG00000232990	0	0	0
ENSG00000248420	0	0	0
ENSG00000240409	0	3	0
ENSG00000229604	1	0	0
MTBP	149	113	64
MTCH1	1217	2064	444
ENSG00000285121	719	893	262
MTCL1	33	20	59
ENSG00000226554	0	0	0
ENSG00000280243	1	0	2
ENSG00000224083	102	14	0
ENSG00000237973	1663	2280	1367
ENSG00000232551	3	4	1
ENSG00000255350	23	88	13
ENSG00000223619	0	0	0
ENSG00000237910	0	0	3
ENSG00000237300	2	0	12
ENSG00000259045	280	439	250
ENSG00000233764	0	0	0
ENSG00000226960	0	0	0
ENSG00000271207	49	85	34
ENSG00000235524	0	1	0
ENSG00000249448	5	7	1
ENSG00000229031	68	44	48
ENSG00000232579	0	0	0
ENSG00000262118	0	0	0
ENSG00000240452	0	0	0
ENSG00000228930	0	0	0
ENSG00000248729	0	0	0
ENSG00000251476	0	0	0
ENSG00000250630	0	0	0
ENSG00000224254	0	0	0
ENSG00000253556	0	0	0
ENSG00000262902	6103	7232	2969
ENSG00000230327	2	5	4
ENSG00000228898	0	0	0
ENSG00000227149	0	0	0
ENSG00000232982	12	6	10
ENSG00000236007	0	0	0
ENSG00000254241	0	0	0
ENSG00000237055	0	0	0
ENSG00000253916	0	0	0
ENSG00000233026	0	0	0
ENSG00000232981	0	0	0
ENSG00000229760	0	0	0
ENSG00000230916	48	53	24
ENSG00000233311	0	0	1
ENSG00000241926	0	0	0
ENSG00000220340	0	0	0
ENSG00000240309	0	0	0
ENSG00000236211	0	0	0
ENSG00000234700	1	0	0
ENSG00000251223	0	0	0
ENSG00000229690	0	0	0
ENSG00000235917	0	0	6
ENSG00000229344	1284	2142	580
ENSG00000255417	0	0	0
ENSG00000234842	0	2	0
ENSG00000233888	0	0	0
ENSG00000234480	0	0	0
ENSG00000237628	3	33	0
ENSG00000267541	10	0	0
ENSG00000231576	0	0	0
ENSG00000236689	0	0	0
ENSG00000270225	32	53	21
ENSG00000235803	0	0	0
ENSG00000249990	0	0	0
ENSG00000230654	0	0	0
ENSG00000230321	0	0	0
ENSG00000243257	0	0	0
ENSG00000230009	0	0	0
ENSG00000250808	1	0	0
ENSG00000217160	0	0	0
ENSG00000281511	0	0	0
ENSG00000217083	0	0	0
ENSG00000253977	0	0	0
ENSG00000231766	0	0	0
ENSG00000240951	0	0	0
ENSG00000230496	0	0	0
ENSG00000234234	0	0	0
ENSG00000249386	0	0	0
ENSG00000228845	0	0	0
ENSG00000231537	0	0	4
ENSG00000237711	25	1	4
ENSG00000198744	21374	21516	7185
ENSG00000264316	23	39	7
ENSG00000254895	0	3	2
ENSG00000227736	0	0	0
ENSG00000237542	3	0	0
ENSG00000227661	0	0	0
ENSG00000224471	0	1	0
ENSG00000232102	0	0	0
ENSG00000225557	0	0	0
ENSG00000232752	7	3	3
ENSG00000270388	53	72	31
ENSG00000259651	0	0	0
ENSG00000262158	0	0	0
ENSG00000251430	0	0	0
ENSG00000248328	0	0	0
ENSG00000228069	0	0	0
ENSG00000229080	0	0	0
ENSG00000217044	0	0	0
ENSG00000242836	0	0	0
ENSG00000242456	0	0	0
ENSG00000288489	0	0	0
ENSG00000228851	0	0	0
ENSG00000228046	4	0	0
ENSG00000237466	0	0	0
ENSG00000268391	0	0	0
ENSG00000227788	0	0	13
ENSG00000248654	1	0	0
ENSG00000232128	0	0	0
ENSG00000282999	0	0	0
ENSG00000225476	0	0	0
ENSG00000249997	0	0	0
ENSG00000233385	0	0	0
ENSG00000249698	7	2	0
MTCP1	4	85	33
ENSG00000234179	0	0	0
ENSG00000233285	0	0	0
ENSG00000224288	0	2	0
ENSG00000226313	0	0	0
ENSG00000266529	0	0	0
ENSG00000282918	0	0	2
ENSG00000232154	0	0	0
ENSG00000251385	1	4	0
ENSG00000249247	0	0	0
ENSG00000244921	53	237	33
ENSG00000253504	2	1	0
ENSG00000217179	0	0	0
ENSG00000254118	0	0	0
ENSG00000224747	0	0	0
ENSG00000270232	1	0	0
ENSG00000259671	0	0	9
ENSG00000236232	0	0	0
ENSG00000259012	1	0	0
ENSG00000260161	83	67	31
ENSG00000224880	0	0	0
ENSG00000232373	23	45	12
ENSG00000226579	0	0	0
ENSG00000229794	13	19	19
ENSG00000220113	0	0	5
ENSG00000234671	0	0	0
ENSG00000230605	0	0	0
ENSG00000227789	5	1	0
ENSG00000233550	0	0	0
ENSG00000229935	0	0	0
MTDH	1152	1563	273
MTERF1	233	433	437
MTERF2	79	77	25
MTERF3	154	42	110
MTERF4	218	37	87
MTF1	791	456	535
MTF2	445	855	418
MTFMT	483	259	252
MTFP1	36	83	66
MTFR1	365	450	220
MTFR1L	561	656	565
MTFR2	9	78	4
MTG1	376	2330	406
MTG2	296	595	192
MTHFD1	705	1226	599
MTHFD1L	198	185	58
ENSG00000231831	146	3	61
MTHFD2	526	1439	411
MTHFD2L	233	280	147
ENSG00000244681	51	41	38
ENSG00000217169	0	0	0
ENSG00000231112	0	0	0
ENSG00000251253	0	0	0
ENSG00000213530	0	3	0
ENSG00000249266	0	0	0
ENSG00000181260	0	0	0
MTHFR	221	196	235
MTHFS	162	148	44
MTHFSD	66	21	59
MTIF2	241	163	146
MTIF3	61	254	89
MTM1	135	110	29
MTMR1	575	897	215
ENSG00000277086	571	1033	394
MTMR11	173	7	87
MTMR12	1558	1019	820
MTMR14	170	56	39
MTMR2	617	705	308
MTMR3	351	353	248
MTMR4	695	809	283
